Date,Campaign name,Ad group name,Advertising channel type,Cost (USD),Impressions,Clicks,CTR,CPC,Conversions,Total conversion value,Search impression share,Search budget lost impression share,Search rank lost impression share,BU,Source,Country,Source_Sheet,Ad set name,Campaign objective,Reach,Frequency,Link clicks,CTR (link click-through rate),CPC (cost per link click),Website purchases,Website conversion value,Website adds to cart,Website checkouts initiated,Website content views,Website purchase ROAS (return on advertising spend)
2024-03-23,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,367,1713.0,36.0,2.0,1.0,0.0,0.0,13,0,87,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-23,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,694,432.0,88.0,2.0,8.0,0.0,0.0,19,0,5,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-23,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,118,318.0,152.0,48.0,8.0,1.0,132746.0,5,0,3,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-23,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,496,517.0,63.0,12.0,8.0,0.0,0.0,17,0,83,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-24,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,1358,914.0,95.0,1.0,14.0,0.0,0.0,19,0,81,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-24,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,235,147.0,12.0,8.0,2.0,0.0,0.0,27,0,73,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-24,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,164,92.0,11.0,12.0,15.0,0.0,0.0,19,0,7,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-24,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,264,1193.0,28.0,2.0,9.0,0.0,0.0,12,0,68,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-24,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,429,353.0,61.0,17.0,7.0,0.0,0.0,18,0,82,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-24,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,1132,411.0,205.0,5.0,6.0,1.0,44909.0,55,0,2,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-24,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,811,770.0,67.0,9.0,12.0,0.0,0.0,16,0,84,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-25,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,1636,1032.0,106.0,1.0,15.0,0.0,0.0,21,0,7,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-25,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,435,116.0,16.0,14.0,27.0,0.0,0.0,26,0,65,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-25,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,168,90.0,16.0,18.0,11.0,1.0,6226.0,23,0,69,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-25,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,226,641.0,21.0,3.0,11.0,0.0,0.0,12,0,64,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-25,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,635,579.0,85.0,15.0,7.0,0.0,0.0,2,0,8,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-25,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,138,491.0,244.0,5.0,6.0,0.0,0.0,53,0,5,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-25,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,1264,943.0,76.0,8.0,17.0,48.0,24544.0,15,0,81,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-26,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,17,1055.0,114.0,11.0,15.0,0.0,0.0,2,0,79,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-26,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,239,126.0,8.0,6.0,3.0,0.0,0.0,28,0,72,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-26,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,166,129.0,15.0,12.0,11.0,0.0,0.0,29,0,71,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-26,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,215,194.0,7.0,4.0,31.0,1.0,306201.0,1,0,42,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-26,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,689,496.0,87.0,18.0,8.0,1.0,7757.0,18,0,82,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-26,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,133,417.0,207.0,5.0,6.0,1.0,7757.0,59,0,2,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-26,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,944,1062.0,66.0,6.0,14.0,0.0,0.0,15,0,83,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-27,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,1186,850.0,101.0,12.0,12.0,0.0,0.0,18,0,57,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-27,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,492,137.0,18.0,13.0,27.0,0.0,0.0,29,0,48,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-27,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,296,209.0,21.0,1.0,14.0,0.0,0.0,39,0,61,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-27,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,184,550.0,11.0,2.0,17.0,0.0,0.0,12,0,88,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-27,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,96,479.0,63.0,13.0,15.0,0.0,0.0,19,0,54,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-27,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,1282,480.0,247.0,51.0,5.0,1.0,77526.0,54,0,6,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-27,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,971,936.0,58.0,6.0,17.0,0.0,0.0,15,0,83,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-28,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,1309,788.0,89.0,11.0,15.0,0.0,0.0,17,0,58,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-28,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,378,157.0,22.0,14.0,17.0,0.0,0.0,29,0,46,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-28,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,196,137.0,11.0,8.0,18.0,0.0,0.0,3,0,36,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-28,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,172,265.0,15.0,6.0,11.0,0.0,0.0,12,0,26,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-28,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,81,489.0,70.0,14.0,12.0,0.0,0.0,16,0,46,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-28,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,1221,395.0,194.0,49.0,6.0,3.0,158021.0,52,0,7,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-28,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,1054,506.0,45.0,9.0,23.0,0.0,0.0,16,0,24,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-29,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,145,918.0,105.0,11.0,14.0,0.0,0.0,2,0,6,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-29,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,16,130.0,8.0,6.0,2.0,0.0,0.0,25,0,54,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-29,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,223,217.0,15.0,7.0,15.0,0.0,0.0,49,0,48,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-29,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,185,615.0,18.0,3.0,1.0,0.0,0.0,13,0,86,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-29,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,826,435.0,57.0,13.0,14.0,0.0,0.0,18,0,51,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-29,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,1184,464.0,224.0,48.0,5.0,0.0,0.0,52,0,8,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-29,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,895,669.0,56.0,8.0,16.0,0.0,0.0,16,0,62,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-30,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,1208,1051.0,127.0,12.0,1.0,0.0,0.0,2,0,78,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-30,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,243,150.0,18.0,12.0,14.0,0.0,0.0,29,0,7,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-30,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,178,143.0,20.0,14.0,9.0,0.0,0.0,4,0,37,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-30,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,32,476.0,9.0,2.0,4.0,0.0,0.0,14,0,86,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-30,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,616,348.0,46.0,13.0,13.0,0.0,0.0,17,0,64,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-30,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,1255,438.0,209.0,48.0,6.0,0.0,0.0,54,0,6,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-30,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,769,781.0,55.0,7.0,14.0,0.0,0.0,17,0,83,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-31,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,1008,900.0,119.0,13.0,8.0,0.0,0.0,22,0,72,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-31,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,188,136.0,10.0,7.0,19.0,0.0,0.0,25,0,69,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-31,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,137,128.0,14.0,11.0,1.0,0.0,0.0,32,0,4,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-31,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,256,689.0,23.0,3.0,11.0,0.0,0.0,13,0,87,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-31,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,448,513.0,60.0,12.0,7.0,0.0,0.0,18,0,79,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-31,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,1161,383.0,203.0,53.0,6.0,2.0,383613.0,57,0,5,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-03-31,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,805,655.0,42.0,6.0,19.0,0.0,0.0,16,0,76,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-01,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,961,775.0,71.0,9.0,14.0,0.0,0.0,2,0,76,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-01,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,114,131.0,10.0,8.0,11.0,0.0,0.0,29,0,66,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-01,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,314,73.0,11.0,15.0,29.0,0.0,0.0,23,0,21,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-01,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,701,1615.0,54.0,3.0,13.0,0.0,0.0,11,0,45,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-01,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,1103,597.0,83.0,14.0,13.0,49.0,3951.0,21,0,56,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-01,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,3259,613.0,249.0,41.0,13.0,2.0,93861.0,58,0,2,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-01,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,623,577.0,49.0,8.0,13.0,1.0,18311.0,18,0,7,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-02,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,742,427.0,55.0,13.0,13.0,0.0,0.0,21,0,79,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-02,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,27,42.0,3.0,7.0,9.0,0.0,0.0,28,0,72,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-02,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,129,124.0,11.0,9.0,12.0,0.0,0.0,31,0,69,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-02,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,724,1305.0,58.0,4.0,12.0,0.0,0.0,14,0,72,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-02,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,646,473.0,60.0,13.0,11.0,0.0,0.0,25,0,75,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-02,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,3205,921.0,372.0,4.0,9.0,0.0,0.0,7,0,3,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-02,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,196,246.0,19.0,8.0,1.0,0.0,0.0,15,0,85,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-03,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,989,418.0,70.0,17.0,14.0,5.0,39692.0,25,0,75,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-03,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,24,26.0,3.0,12.0,8.0,0.0,0.0,33,0,67,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-03,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,248,140.0,17.0,12.0,15.0,0.0,0.0,32,0,68,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-03,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,701,723.0,60.0,8.0,12.0,0.0,0.0,18,0,64,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-03,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,586,307.0,48.0,16.0,12.0,0.0,0.0,25,0,75,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-03,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,3434,869.0,344.0,4.0,1.0,2.0,110311.0,69,0,29,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-03,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,824,344.0,27.0,8.0,31.0,0.0,0.0,17,0,83,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-04,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,773,540.0,47.0,9.0,16.0,0.0,0.0,18,0,82,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-04,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,102,105.0,3.0,3.0,34.0,0.0,0.0,31,0,69,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-04,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,519,197.0,22.0,11.0,24.0,0.0,0.0,48,0,52,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-04,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,794,1556.0,61.0,4.0,13.0,0.0,0.0,12,0,88,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-04,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,2201,1016.0,111.0,11.0,2.0,0.0,0.0,27,0,72,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-04,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,2868,695.0,284.0,41.0,1.0,0.0,0.0,63,0,16,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-04,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_GENERIC,AdWords_Notebook3,Search,907,923.0,53.0,6.0,17.0,0.0,0.0,15,0,72,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-05,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming2,Search,1256,677.0,64.0,9.0,2.0,0.0,0.0,17,0,53,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-05,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.GENERIC,AdWords_Gaming3,Search,171,126.0,9.0,7.0,19.0,0.0,0.0,22,0,46,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-05,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_BRANDED.STD,AdWords_Gaming1,Search,365,146.0,16.0,11.0,23.0,0.0,0.0,29,0,29,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-05,JMA.ASUS.CL.Gaming.eshop.CONV_Search_Google.AdWords_CL_Gaming_Text.Ad_GENERIC,AdWords_Gaming3,Search,801,2034.0,59.0,3.0,14.0,0.0,0.0,12,0,88,Gaming,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-05,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.GENERIC,AdWords_Notebook2,Search,1095,666.0,82.0,12.0,13.0,95.0,76481.0,2,0,5,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
2024-04-05,JMA.ASUS.CL.Notebook.eshop.CONV_Search_Google.AdWords_CL_Notebook_Text.Ad_BRANDED.STD,AdWords_Notebook1,Search,2864,742.0,281.0,38.0,1.0,236.0,164967.0,56,0,2,Notebook,JMA,ACCL,Google CL,,,,,,,,,,,,,
